Index	ENCFF	ChIP-CellLine	TF-Target	Enh-CellLine	Poisson-statistic	P-value	CorrectedP-value	IsEnriched
1298	ENCFF881MMD	K562	ZNF124	A549	15.832371945556304	0.0	0.0	1
1299	ENCFF882GQF	HepG2	ZNF589	A549	58.77916869889182	0.0	0.0	1
1300	ENCFF882JOB	HepG2	MXD4	A549	75.4019958447153	0.0	0.0	1
1301	ENCFF882ZEN	K562	MED1	A549	17.12892306168644	0.0	0.0	1
1302	ENCFF882ZZZ	MCF-7	CTBP1	A549	65.54774835673679	0.0	0.0	1
1303	ENCFF884MNF	K562	SIN3A	A549	72.97453853921971	0.0	0.0	1
1304	ENCFF885HJI	K562	ZNF668	A549	23.855302117353126	0.0	0.0	1
1305	ENCFF885VKD	HepG2	ATF4	A549	32.998684874194765	0.0	0.0	1
1306	ENCFF886BDQ	K562	ETS1	A549	70.06674442126037	0.0	0.0	1
1307	ENCFF886KDK	A549	TAF1	A549	96.4763967898965	0.0	0.0	1
1308	ENCFF886UMM	K562	PRPF4	A549	57.35015271757335	0.0	0.0	1
1309	ENCFF887ZDT	K562	ZNF586	A549	16.897353221799946	0.0	0.0	1
1310	ENCFF888CKG	K562	SPI1	A549	50.89475643339461	0.0	0.0	1
1311	ENCFF889QAN	MCF-7	SMARCE1	A549	47.2291961404541	0.0	0.0	1
1312	ENCFF889QYR	K562	SUZ12	A549	26.14627242911879	0.0	0.0	1
1313	ENCFF889SKN	HepG2	TAF15	A549	76.49415381526671	0.0	0.0	1
1314	ENCFF889SYG	HepG2	THAP11	A549	89.40514319979644	0.0	0.0	1
1315	ENCFF889XXJ	K562	GABPA	A549	89.88632608146591	0.0	0.0	1
1316	ENCFF890ZHY	HepG2	ELK4	A549	33.135890156376924	0.0	0.0	1
1317	ENCFF891OQP	K562	ARID3A	A549	30.399776475030155	0.0	0.0	1
1318	ENCFF893YKY	K562	PPARD	A549	4.61695632367681	1.1126378523896542e-07	1.067557135536609e-06	1
1319	ENCFF894XVP	HepG2	PHB2	A549	1.100518235339459	0.13891946443204167	1.0	0
1320	ENCFF896EHN	HepG2	ZMAT5	A549	16.56040226894625	0.0	0.0	1
1321	ENCFF896PGF	HepG2	ZSCAN29	A549	62.790611565692494	0.0	0.0	1
1322	ENCFF896QHA	MCF-7	ZNF444	A549	62.37315380756767	0.0	0.0	1
1323	ENCFF898LPA	HepG2	ZNF703	A549	50.78928731855166	0.0	0.0	1
1324	ENCFF898ZHK	HepG2	ZNF619	A549	57.88760291956658	0.0	0.0	1
1325	ENCFF899BJR	K562	ZNF696	A549	10.050429767211865	0.0	0.0	1
1326	ENCFF902BKY	HepG2	HDAC2	A549	66.54553656150948	0.0	0.0	1
1327	ENCFF902EKZ	HepG2	TCF3	A549	41.36746760744876	0.0	0.0	1
1328	ENCFF902PJA	HepG2	KDM2A	A549	96.67764293170832	0.0	0.0	1
1329	ENCFF903IZG	HepG2	ZNF891	A549	70.83461329445517	0.0	0.0	1
1330	ENCFF904DOZ	HepG2	MYBL2	A549	74.17126729875248	0.0	0.0	1
1331	ENCFF904LYG	HepG2	ZSCAN22	A549	42.82192748451032	0.0	0.0	1
1332	ENCFF904RTN	K562	E2F1	A549	56.261254561458706	0.0	0.0	1
1333	ENCFF905RSN	K562	ZNF224	A549	27.284337813724708	0.0	0.0	1
1334	ENCFF906HIO	HepG2	KDM3A	A549	68.21698502247527	0.0	0.0	1
1335	ENCFF906PUB	K562	THRB	A549	41.83196073832554	0.0	0.0	1
1336	ENCFF906SCU	HepG2	ZBTB49	A549	32.97093169525632	0.0	0.0	1
1337	ENCFF906WDG	HepG2	ZNF773	A549	51.49030371602866	0.0	0.0	1
1338	ENCFF908MWB	K562	SMARCC2	A549	40.21243624337627	0.0	0.0	1
1339	ENCFF908SNB	K562	ZKSCAN8	A549	32.77419643427455	0.0	0.0	1
1340	ENCFF909XQR	HepG2	RARG	A549	38.5818815604106	0.0	0.0	1
1341	ENCFF913YMX	K562	ZNF551	A549	8.705762886899212	8.714891111277008e-26	8.719438586080467e-25	1
1342	ENCFF914IWA	HepG2	ATF1	A549	57.324341314041874	0.0	0.0	1
1343	ENCFF916CTU	K562	ZBTB1	A549	52.29800282682406	0.0	0.0	1
1344	ENCFF918BZG	K562	PTTG1	A549	16.44586828577402	0.0	0.0	1
1345	ENCFF918TGZ	HepG2	LBX2	A549	50.339301911035456	0.0	0.0	1
1346	ENCFF919ZSN	HepG2	ONECUT1	A549	48.90242267374466	0.0	0.0	1
1347	ENCFF920PLY	HepG2	ZNF777	A549	78.53373089572837	0.0	0.0	1
1348	ENCFF921BXP	K562	STAG1	A549	28.652238151916343	0.0	0.0	1
1349	ENCFF921PQB	HepG2	BRD4	A549	48.20340223982116	0.0	0.0	1
1350	ENCFF921XWH	HepG2	ZFYVE20	A549	41.60724833396238	0.0	0.0	1
1351	ENCFF922MYE	K562	POLR2H	A549	73.43038895333457	0.0	0.0	1
1352	ENCFF922RHM	K562	ZNF215	A549	26.169211617040528	0.0	0.0	1
1353	ENCFF924FYI	K562	EWSR1	A549	8.96921444279452	0.0	0.0	1
1354	ENCFF924VAH	HepG2	ZNF441	A549	69.50267365583326	0.0	0.0	1
1355	ENCFF925GLW	K562	E2F8	A549	55.22035138100194	0.0	0.0	1
1356	ENCFF926UHP	HepG2	RNF219	A549	42.12468484680799	0.0	0.0	1
1357	ENCFF927JRS	HepG2	ZNF263	A549	70.68594654678958	0.0	0.0	1
1358	ENCFF927LFN	HepG2	ZBTB40	A549	72.09946394771693	0.0	0.0	1
1359	ENCFF927NEU	K562	TBPL1	A549	50.95705550251106	0.0	0.0	1
1360	ENCFF927VIS	K562	PREB	A549	32.58901812825993	0.0	0.0	1
1361	ENCFF928BHE	K562	DIDO1	A549	43.24776404447228	0.0	0.0	1
1362	ENCFF928UFW	K562	KDM4B	A549	4.244265370161724	5.311107823660151e-07	5.078634267538293e-06	1
1363	ENCFF929XBL	HepG2	CEBPD	A549	54.91779255784896	0.0	0.0	1
1364	ENCFF930FAL	HepG2	ZBTB46	A549	38.83041918707267	0.0	0.0	1
1365	ENCFF930WPG	K562	RAD21	A549	40.88490763125946	0.0	0.0	1
1366	ENCFF931JDS	HepG2	YEATS4	A549	93.36593272998192	0.0	0.0	1
1367	ENCFF931LUC	K562	NR0B1	A549	1.7320508075688772	0.02656979454628129	0.24952473566125608	0
1368	ENCFF932FVX	K562	ZNF146	A549	11.791565176177265	0.0	0.0	1
1369	ENCFF932UJX	MCF-7	SP1	A549	21.46681458289201	0.0	0.0	1
1370	ENCFF932ZCO	K562	ZNF280A	A549	7.45915888860589	1.2301657476669932e-16	1.2082405907480941e-15	1
1371	ENCFF934NEX	K562	SMAD4	A549	47.63903994314246	0.0	0.0	1
1372	ENCFF936WES	K562	RELA	A549	29.5242775153032	0.0	0.0	1
1373	ENCFF937QYU	K562	RBM17	A549	2.9999999999999996	0.0001516814408783811	0.0014383540337603922	1
1374	ENCFF938KVY	HepG2	SP4	A549	79.88630261925114	0.0	0.0	1
1375	ENCFF938PFW	HepG2	MEF2A	A549	44.10273542588219	0.0	0.0	1
1376	ENCFF938ZPZ	K562	E2F7	A549	25.02105125584848	0.0	0.0	1
1377	ENCFF941EDY	K562	BCL6	A549	18.792892412243187	0.0	0.0	1
1378	ENCFF942JZO	HepG2	FOXC1	A549	72.55663113422669	0.0	0.0	1
1379	ENCFF942JZR	K562	COPS2	A549	1.5389854412256037	0.035695953184806575	0.33505494783315476	0
1380	ENCFF942VGF	K562	RBBP5	A549	91.70859044077831	0.0	0.0	1
1381	ENCFF944IDN	HepG2	MAFG	A549	29.507743736991515	0.0	0.0	1
1382	ENCFF944LWS	K562	BRF2	A549	2.8284271247461903	0.00035497956043081173	0.0033620089971381807	1
1383	ENCFF945IST	K562	ZNF57	A549	21.628568926438607	0.0	0.0	1
1384	ENCFF946CTR	K562	NR2C2	A549	54.31560679298174	0.0	0.0	1
1385	ENCFF946LHJ	HepG2	TBX2	A549	91.98372380698986	0.0	0.0	1
1386	ENCFF947AEO	K562	CHD2	A549	52.077019823599144	0.0	0.0	1
1387	ENCFF948XVV	HepG2	IKZF4	A549	58.871894299714775	0.0	0.0	1
1388	ENCFF950HXZ	HepG2	BATF2	A549	52.943659439565344	0.0	0.0	1
1389	ENCFF950IYB	K562	CREB3	A549	39.04398435968824	0.0	0.0	1
1390	ENCFF951CCL	HepG2	CBFB	A549	67.74457059428471	0.0	0.0	1
1391	ENCFF951KHS	K562	POLR2AphosphoS2	A549	39.163647457565	0.0	0.0	1
1392	ENCFF951QPJ	HepG2	CEBPG	A549	64.0108220346631	0.0	0.0	1
1393	ENCFF952WKN	K562	ARHGAP35	A549	22.985985196289327	0.0	0.0	1
1394	ENCFF953FNE	HepG2	FUBP3	A549	49.514444394019755	0.0	0.0	1
1395	ENCFF954EXR	HepG2	PITX1	A549	71.44482266388253	0.0	0.0	1
1396	ENCFF955LND	HepG2	GPN1	A549	32.27792091029775	0.0	0.0	1
1397	ENCFF955QCD	K562	TRIP13	A549	13.704156243064798	0.0	0.0	1
1398	ENCFF956MGE	K562	PCBP1	A549	61.130353804265674	0.0	0.0	1
1399	ENCFF957CVJ	K562	FOXJ2	A549	50.75658531403149	0.0	0.0	1
1400	ENCFF958FYM	HepG2	MNX1	A549	92.39918246233886	0.0	0.0	1
1401	ENCFF958OUE	HepG2	YY1	A549	81.50237118536698	0.0	0.0	1
1402	ENCFF959TJF	HepG2	ZNF296	A549	41.906891881232326	0.0	0.0	1
1403	ENCFF959ZKZ	K562	ZNF707	A549	17.964719637930745	0.0	0.0	1
1404	ENCFF960SMD	K562	NR3C1	A549	24.23451026280681	0.0	0.0	1
1405	ENCFF963QEL	HepG2	ZNF552	A549	53.301456595751475	0.0	0.0	1
1406	ENCFF964FPZ	HepG2	ZNF281	A549	67.0729582535568	0.0	0.0	1
1407	ENCFF965BNM	HepG2	ZNF136	A549	54.27601219207246	0.0	0.0	1
1408	ENCFF967URJ	K562	TBL1XR1	A549	49.05705974218394	0.0	0.0	1
1409	ENCFF970MPY	MCF-7	NRF1	A549	47.44338933833182	0.0	0.0	1
1410	ENCFF970QKS	K562	CREB1	A549	70.78114701335515	0.0	0.0	1
1411	ENCFF971VQT	HepG2	ZMYM3	A549	34.99871424242611	0.0	0.0	1
1412	ENCFF971YTJ	K562	SMAD5	A549	82.32195520764486	0.0	0.0	1
1413	ENCFF972FNO	MCF-7	MLLT1	A549	26.04630315561024	0.0	0.0	1
1414	ENCFF972OBR	K562	NFATC3	A549	42.22222436447774	0.0	0.0	1
1415	ENCFF974IPP	K562	FOXP4	A549	44.02275996425095	0.0	0.0	1
1416	ENCFF974NTF	HepG2	NCOA2	A549	69.96952579208869	0.0	0.0	1
1417	ENCFF974SGQ	HepG2	HOMEZ	A549	62.11657052936796	0.0	0.0	1
1418	ENCFF975UOJ	MCF-7	MTA3	A549	25.474121765707647	0.0	0.0	1
1419	ENCFF975YZR	HepG2	ZNF672	A549	34.033373809132705	0.0	0.0	1
1420	ENCFF976LBY	HepG2	MAF1	A549	53.85402753537524	0.0	0.0	1
1421	ENCFF978GOF	HepG2	ZNF205	A549	66.15961586393672	0.0	0.0	1
1422	ENCFF979NKM	K562	ZNF830	A549	25.9400416699898	0.0	0.0	1
1423	ENCFF981ISM	K562	PHF8	A549	102.88865826074922	0.0	0.0	1
1424	ENCFF981WJF	HepG2	ZMAT3	A549	74.84858901292036	0.0	0.0	1
1425	ENCFF983LFS	K562	RBM39	A549	28.643541728541763	0.0	0.0	1
1426	ENCFF985QBS	K562	CHD4	A549	25.89769193849469	0.0	0.0	1
1427	ENCFF985SRX	HepG2	WIZ	A549	52.69726502664638	0.0	0.0	1
1428	ENCFF986ZVU	HepG2	THAP7	A549	59.71113049770765	0.0	0.0	1
1429	ENCFF987DPX	K562	RBM22	A549	51.98474716712181	0.0	0.0	1
1430	ENCFF987FJR	K562	GTF2B	A549	28.616444602717625	0.0	0.0	1
1431	ENCFF987QLI	MCF-7	TCF12	A549	39.59797974644666	0.0	0.0	1
1432	ENCFF987UBO	K562	ZNF197	A549	45.05035589103165	0.0	0.0	1
1433	ENCFF990ZAB	HepG2	MED8	A549	64.75628791152543	0.0	0.0	1
1434	ENCFF991QJO	HepG2	ZNF724P	A549	61.207574554242285	0.0	0.0	1
1435	ENCFF991RMN	HepG2	CENPT	A549	44.47392492541466	0.0	0.0	1
1436	ENCFF991VAW	K562	ZBTB11	A549	81.71443236050224	0.0	0.0	1
1437	ENCFF991XSG	HepG2	PLSCR1	A549	29.839279109546684	0.0	0.0	1
1438	ENCFF992KZC	HepG2	IRF2	A549	77.19555483625679	0.0	0.0	1
1439	ENCFF992LDJ	A549	PBX1	A549	75.8173233337345	0.0	0.0	1
1440	ENCFF993WZP	A549	RCOR1	A549	18.446981647426703	0.0	0.0	1
1441	ENCFF994LMJ	HepG2	ATF2	A549	21.608782163939924	0.0	0.0	1
1442	ENCFF994VNA	HepG2	ZNF816	A549	63.168527047970535	0.0	0.0	1
1443	ENCFF996LQH	HepG2	NR0B2	A549	63.404742870178445	0.0	0.0	1
1444	ENCFF996NWM	HepG2	ZNF253	A549	48.61368566586307	0.0	0.0	1
1445	ENCFF998FLA	HepG2	ATRX	A549	15.530229839743097	0.0	0.0	1
1446	ENCFF999HNJ	HepG2	GFI1	A549	72.33114472719238	0.0	0.0	1
1447	ENCFF999KCC	MCF-7	TOE1	A549	52.099697815728135	0.0	0.0	1
1448	ENCFF999NWQ	HepG2	ZSCAN9	A549	67.7794560507457	0.0	0.0	1
1449	ENCFF003AMQ	HepG2	TIGD3	HepG2	29.149096790474843	0.0	0.0	1
1450	ENCFF003HBS	HepG2	MED13	HepG2	55.45675971395924	0.0	0.0	1
1451	ENCFF003LPE	K562	RUNX1	HepG2	13.259896511463518	0.0	0.0	1
1452	ENCFF003TVC	A549	USF1	HepG2	36.477058232138525	0.0	0.0	1
1453	ENCFF004BLZ	HepG2	ZNF827	HepG2	31.830689808302736	0.0	0.0	1
1454	ENCFF004HXL	K562	FOSL1	HepG2	26.472276067329567	0.0	0.0	1
1455	ENCFF004LNW	HepG2	SATB2	HepG2	38.557980515818215	0.0	0.0	1
1456	ENCFF004QJZ	HepG2	GMEB1	HepG2	58.82606261926263	0.0	0.0	1
1457	ENCFF005MBI	K562	ZNF584	HepG2	28.92352046426792	0.0	0.0	1
1458	ENCFF005YUC	HepG2	MAFF	HepG2	47.79295868540787	0.0	0.0	1
1459	ENCFF006LDU	HepG2	ZHX2	HepG2	46.599159273900916	0.0	0.0	1
1460	ENCFF007COI	HepG2	DPF2	HepG2	79.048834339404	0.0	0.0	1
1461	ENCFF009CVQ	HepG2	ERF	HepG2	81.9833538265817	0.0	0.0	1
1462	ENCFF009LDQ	HepG2	ZIK1	HepG2	37.78211629134174	0.0	0.0	1
1463	ENCFF009RFC	K562	GABPB1	HepG2	27.289997572941687	0.0	0.0	1
1464	ENCFF010AIG	K562	MLLT1	HepG2	27.391682681866932	0.0	0.0	1
1465	ENCFF011GNA	A549	NPAS2	HepG2	13.730093693715752	0.0	0.0	1
1466	ENCFF011OPT	HepG2	ZBTB26	HepG2	55.734514068289364	0.0	0.0	1
1467	ENCFF011QFM	HepG2	FOXA1	HepG2	44.18131125579181	0.0	0.0	1
1468	ENCFF014HYS	K562	ZNF84	HepG2	11.318689289391392	0.0	0.0	1
1469	ENCFF014RJF	HepG2	THAP4	HepG2	24.56113826927168	0.0	0.0	1
1470	ENCFF015STD	HepG2	DZIP1	HepG2	28.74665367518861	0.0	0.0	1
1471	ENCFF015XGN	A549	CTCF	HepG2	15.647293784313703	0.0	0.0	1
1472	ENCFF016EAV	HepG2	ZNF790	HepG2	31.605923080818144	0.0	0.0	1
1473	ENCFF016TWL	A549	FOXS1	HepG2	25.93944762023204	0.0	0.0	1
1474	ENCFF016YNQ	HepG2	RARA	HepG2	95.543102198987	0.0	0.0	1
1475	ENCFF018HWM	K562	ZNF7	HepG2	22.789175743348974	0.0	0.0	1
1476	ENCFF018TNP	K562	PRMT5	HepG2	3.2114799890763517	0.00027828065136180103	0.0026360602165549306	1
1477	ENCFF019NGO	K562	ZNF253	HepG2	5.721432308884135	5.852782684495511e-12	5.6817958812770294e-11	1
1478	ENCFF019SZJ	HepG2	GPBP1L1	HepG2	0.30966194886964127	0.39721994706276864	1.0	0
1479	ENCFF020XNM	K562	SNIP1	HepG2	7.768349583179271	1.6155134914219608e-20	1.6011050074352579e-19	1
1480	ENCFF021JCJ	K562	ZNF12	HepG2	13.074446460389579	0.0	0.0	1
1481	ENCFF021NPR	HepG2	ZBTB7A	HepG2	46.099970757308746	0.0	0.0	1
1482	ENCFF021YBN	HepG2	ZBED4	HepG2	59.226383364573536	0.0	0.0	1
1483	ENCFF022GRJ	HepG2	BCLAF1	HepG2	0.0	1.0	1.0	0
1484	ENCFF022KBD	HepG2	RCOR1	HepG2	31.843839156621797	0.0	0.0	1
1485	ENCFF022KBK	K562	CEBPB	HepG2	32.29699521535829	0.0	0.0	1
1486	ENCFF022QCK	HepG2	HNF1B	HepG2	80.01961344138304	0.0	0.0	1
1487	ENCFF023IFO	K562	NFE2	HepG2	26.902071039500978	0.0	0.0	1
1488	ENCFF023JGT	K562	HSF4	HepG2	12.916330102963824	0.0	0.0	1
1489	ENCFF024BHX	MCF-7	OVOL1	HepG2	33.805121791027304	0.0	0.0	1
1490	ENCFF024LQZ	HepG2	ZNF737	HepG2	24.579365014573305	0.0	0.0	1
1491	ENCFF026PPP	HepG2	AFF4	HepG2	41.35983351747881	0.0	0.0	1
1492	ENCFF028OBL	HepG2	SMC3	HepG2	56.26846648083657	0.0	0.0	1
1493	ENCFF029RBI	K562	SREBF1	HepG2	10.832880004876818	0.0	0.0	1
1494	ENCFF031NTF	K562	MEF2A	HepG2	16.056300023480443	0.0	0.0	1
1495	ENCFF032ZPF	HepG2	TAF1	HepG2	31.60867061141831	0.0	0.0	1
1496	ENCFF034ASW	HepG2	ZNF335	HepG2	57.1742967299258	0.0	0.0	1
1497	ENCFF034RYJ	HepG2	ZNF629	HepG2	60.13192254313878	0.0	0.0	1
1498	ENCFF035OPG	HepG2	HNRNPK	HepG2	18.531515963718157	0.0	0.0	1
1499	ENCFF038WQY	K562	C11orf30	HepG2	27.954990145773813	0.0	0.0	1
1500	ENCFF039JSN	HepG2	THYN1	HepG2	26.83007582266889	0.0	0.0	1
1501	ENCFF039TWK	A549	ESRRA	HepG2	20.935525221693215	0.0	0.0	1
1502	ENCFF041YZV	HepG2	NFRKB	HepG2	11.926476704517235	0.0	0.0	1
1503	ENCFF042SUM	HepG2	ZNF766	HepG2	45.65116215205822	0.0	0.0	1
1504	ENCFF043NUC	MCF-7	PKNOX1	HepG2	30.00366025086282	0.0	0.0	1
1505	ENCFF044VTI	HepG2	RORA	HepG2	29.62232755157586	0.0	0.0	1
1506	ENCFF044XYZ	HepG2	ZXDC	HepG2	34.765742095374755	0.0	0.0	1
1507	ENCFF045CFL	K562	ZNF274	HepG2	6.093817893458107	1.573063784232971e-12	1.530157661023592e-11	1
1508	ENCFF048BKZ	K562	SRSF3	HepG2	7.874902074217545	9.26861704523443e-22	9.208099000209218e-21	1
1509	ENCFF048GXO	HepG2	MYNN	HepG2	29.72054431448485	0.0	0.0	1
1510	ENCFF048HNT	HepG2	AHDC1	HepG2	86.38965053969665	0.0	0.0	1
1511	ENCFF049BWK	HepG2	E2F1	HepG2	34.20082132387349	0.0	0.0	1
1512	ENCFF049ISU	HepG2	ZC3H8	HepG2	41.634570979479676	0.0	0.0	1
1513	ENCFF049MDN	K562	ZNF764	HepG2	7.736685364346214	3.734862375728824e-19	3.691988819209406e-18	1
1514	ENCFF050KYT	HepG2	ZNF512B	HepG2	46.436029843384276	0.0	0.0	1
1515	ENCFF050QMU	HepG2	SRF	HepG2	36.38103167783734	0.0	0.0	1
1516	ENCFF051FNO	K562	PML	HepG2	25.71706691246847	0.0	0.0	1
1517	ENCFF052BXQ	HepG2	RNF2	HepG2	36.89707128137631	0.0	0.0	1
1518	ENCFF052NNP	HepG2	NBN	HepG2	6.99234045701819	1.691235334239335e-17	1.6644495423704338e-16	1
1519	ENCFF053ABJ	K562	ZNF583	HepG2	20.256439753379194	0.0	0.0	1
1520	ENCFF053PDX	K562	PHF20	HepG2	18.89175397618909	0.0	0.0	1
1521	ENCFF053XYZ	K562	POLR2AphosphoS5	HepG2	30.16814173673939	0.0	0.0	1
1522	ENCFF055HMB	HepG2	HNRNPH1	HepG2	20.511761655123436	0.0	0.0	1
1523	ENCFF057MJF	HepG2	U2AF1	HepG2	29.86982027969058	0.0	0.0	1
1524	ENCFF057RJK	K562	RREB1	HepG2	16.003654954106118	0.0	0.0	1
1525	ENCFF057SID	K562	NCOA2	HepG2	7.674368297632034	4.485854531269206e-19	4.4327241269780775e-18	1
1526	ENCFF058VGZ	K562	ZNF184	HepG2	19.675982867072126	0.0	0.0	1
1527	ENCFF058ZHN	K562	MTA1	HepG2	25.51796936801455	0.0	0.0	1
1528	ENCFF060IPX	HepG2	ZEB1	HepG2	60.44998010268981	0.0	0.0	1
1529	ENCFF060MHX	HepG2	ZNF865	HepG2	43.80976250509298	0.0	0.0	1
1530	ENCFF060REJ	HepG2	GATAD1	HepG2	69.2788486865107	0.0	0.0	1
1531	ENCFF061ZIT	HepG2	NFYC	HepG2	47.45623263156403	0.0	0.0	1
1532	ENCFF062KLW	MCF-7	RAD51	HepG2	19.8489740788874	0.0	0.0	1
1533	ENCFF062UNZ	HepG2	HSF2	HepG2	34.94321069076235	0.0	0.0	1
1534	ENCFF063NIH	K562	L3MBTL2	HepG2	39.75633804235952	0.0	0.0	1
1535	ENCFF063VRD	K562	ZNF23	HepG2	9.607825917746048	0.0	0.0	1
1536	ENCFF065ASC	MCF-7	NBN	HepG2	7.975487078965376	4.6922474457315183e-23	4.678094503158828e-22	1
1537	ENCFF065RZP	K562	ETV1	HepG2	30.10652051264404	0.0	0.0	1
1538	ENCFF066CWG	K562	FOXK2	HepG2	31.09806193335745	0.0	0.0	1
1539	ENCFF066OJB	K562	CBX5	HepG2	10.150724317762716	0.0	0.0	1
1540	ENCFF067BCD	K562	NCOA4	HepG2	7.936476606575093	4.191760386221376e-22	4.169804236922663e-21	1
1541	ENCFF067FJF	K562	THRAP3	HepG2	12.437807162743635	0.0	0.0	1
1542	ENCFF067KCK	K562	SKIL	HepG2	25.599811774546428	0.0	0.0	1
1543	ENCFF068IGH	K562	MXI1	HepG2	16.985816807254512	0.0	0.0	1
1544	ENCFF068MGV	K562	NKRF	HepG2	20.565277529624506	0.0	0.0	1
1545	ENCFF069QZX	HepG2	SIX1	HepG2	68.41470615910767	0.0	0.0	1
1546	ENCFF069YFV	HepG2	NFAT5	HepG2	30.930387235601838	0.0	0.0	1
1547	ENCFF070JYN	MCF-7	MTA1	HepG2	19.030426864379084	0.0	0.0	1
1548	ENCFF070QDA	HepG2	ZNF639	HepG2	45.47310172703547	0.0	0.0	1
1549	ENCFF070XVL	HepG2	SOX5	HepG2	96.01429997883123	0.0	0.0	1
1550	ENCFF071GJH	K562	RBM34	HepG2	2.4864101382727095	0.004197296211487929	0.03952892069266471	0
1551	ENCFF072JDK	K562	ZNF507	HepG2	-4.097391098218051	0.999954740693791	1.0	0
1552	ENCFF073UWB	HepG2	KLF9	HepG2	41.323584773818936	0.0	0.0	1
1553	ENCFF074XQR	HepG2	ARNT	HepG2	7.011299599424603	4.452597238729015e-18	4.3885271454841007e-17	1
1554	ENCFF075BRS	K562	GTF2F1	HepG2	11.790316490785282	0.0	0.0	1
1555	ENCFF075OIT	K562	ARNT	HepG2	15.15894437481943	0.0	0.0	1
1556	ENCFF075TIU	MCF-7	TAF1	HepG2	13.158938673932195	0.0	0.0	1
1557	ENCFF076ESL	HepG2	HIVEP1	HepG2	51.29446728382811	0.0	0.0	1
1558	ENCFF076GSK	K562	MITF	HepG2	25.45845832035197	0.0	0.0	1
1559	ENCFF076WTT	HepG2	TBX3	HepG2	63.674692460027046	0.0	0.0	1
1560	ENCFF078ATH	HepG2	ZNF778	HepG2	20.962671610955635	0.0	0.0	1
1561	ENCFF079EGS	K562	ZBTB5	HepG2	8.739741570825814	0.0	0.0	1
1562	ENCFF079ERC	K562	CSDE1	HepG2	6.630733106835944	2.144730682540136e-15	2.099192381529552e-14	1
1563	ENCFF079KQG	HepG2	ZNF768	HepG2	46.65159404255651	0.0	0.0	1
1564	ENCFF079MYL	A549	ZSCAN20	HepG2	22.91652247987813	0.0	0.0	1
1565	ENCFF079UOJ	HepG2	JUN	HepG2	53.38801059406888	0.0	0.0	1
1566	ENCFF080KWE	K562	ZNF311	HepG2	17.870980274333558	0.0	0.0	1
1567	ENCFF080TIX	HepG2	RBAK	HepG2	34.282333517755305	0.0	0.0	1
1568	ENCFF082DOH	K562	CBFA2T3	HepG2	35.64435003939572	0.0	0.0	1
1569	ENCFF084BUP	K562	SMAD1	HepG2	20.972144307282292	0.0	0.0	1
1570	ENCFF086TAD	K562	ATF4	HepG2	27.807846420387406	0.0	0.0	1
1571	ENCFF086ZTC	HepG2	MAZ	HepG2	43.88987654348196	0.0	0.0	1
1572	ENCFF088YXY	HepG2	RFX1	HepG2	27.57135928950159	0.0	0.0	1
1573	ENCFF089XCL	HepG2	RELA	HepG2	33.991023189610026	0.0	0.0	1
1574	ENCFF090CEP	MCF-7	E2F4	HepG2	4.242225188564326	2.0676014777066545e-07	1.980281541593464e-06	1
1575	ENCFF091NQE	MCF-7	ELF1	HepG2	31.92262218915755	0.0	0.0	1
1576	ENCFF091TCH	K562	RBM15	HepG2	1.8788514481049452	0.015783240823327632	0.14835508986160187	0
1577	ENCFF092DLN	K562	RBM14	HepG2	5.4700270603048144	5.306670563994134e-10	5.133960571054247e-09	1
1578	ENCFF093AZT	HepG2	MTA3	HepG2	7.01214374122354	6.341672746196314e-19	6.264250949144225e-18	1
1579	ENCFF096AYV	K562	ZNF518B	HepG2	4.465117715284307	1.5422980105821254e-07	1.4779556950654532e-06	1
1580	ENCFF096EUR	HepG2	PPARGC1A	HepG2	6.018631313157407	4.249029347371854e-14	4.1482000781264676e-13	1
1581	ENCFF096JXF	MCF-7	E2F8	HepG2	8.4844409970125	0.0	0.0	1
1582	ENCFF099OSI	K562	HMG20B	HepG2	6.798730607503372	2.8207967862885285e-16	2.7674773955340145e-15	1
1583	ENCFF099RDJ	K562	PKNOX1	HepG2	34.20427433251426	0.0	0.0	1
1584	ENCFF099SDO	HepG2	ZFX	HepG2	85.80699437665143	0.0	0.0	1
1585	ENCFF101DBG	K562	TAL1	HepG2	24.918816615697693	0.0	0.0	1
1586	ENCFF101SEZ	K562	SRF	HepG2	13.092016080547573	0.0	0.0	1
1587	ENCFF102ZOU	HepG2	CHD2	HepG2	28.27090004332267	0.0	0.0	1
1588	ENCFF102ZUM	HepG2	THRB	HepG2	68.30110060344461	0.0	0.0	1
1589	ENCFF103YZQ	K562	GABPB2	HepG2	6.877320484969144	3.9790501555171665e-16	3.902407722917792e-15	1
1590	ENCFF104XLA	HepG2	ZNF234	HepG2	20.91096675299315	0.0	0.0	1
1591	ENCFF105VCL	HepG2	SIN3B	HepG2	23.159290183545334	0.0	0.0	1
1592	ENCFF106ECV	K562	ESRRB	HepG2	6.779783280330895	1.7699712123661418e-16	1.737469437153855e-15	1
1593	ENCFF107EWI	A549	REST	HepG2	38.617146869887016	0.0	0.0	1
1594	ENCFF108LBD	HepG2	SMAD7	HepG2	68.2677800077057	0.0	0.0	1
1595	ENCFF108PPK	HepG2	ZNF510	HepG2	44.79426885735241	0.0	0.0	1
1596	ENCFF109ADF	A549	FOXF2	HepG2	33.79498148134663	0.0	0.0	1
